ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000858,1517093977,7308627277361134,Yovita Rahayu,yovita.rahayu5261@gmail.com,085574680064,Islam,"Jl. Teuku Umar No.171, RT 03/RW 01, Bone, Sulawesi Selatan",Perempuan,"Bone, 06/08/2005",2023,SMA Negeri 1 Bone
CM000859,6989700056,5272356965721089,Ivan Manurung,ivan.manurung6602@gmail.com,083154569569,Islam,"Jl. Cut Nyak Dien No.87, RT 03/RW 08, Bima, Nusa Tenggara Barat",Laki-laki,"Bima, 08/02/2005",2023,MAN 12 Bima
CM000860,3395041525,3471987210944588,Julio Anggraini,julio.anggraini6668@gmail.com,085789817819,Islam,"Jl. Soekarno Hatta No.175, RT 20/RW 10, Yogyakarta, DI Yogyakarta",Laki-laki,"Yogyakarta, 05/07/2006",2024,SMAN Terpadu Yogyakarta
CM000861,0056385754,3673420436983806,Okta Ibrahim,okta.ibrahim9340@gmail.com,089926665756,Islam,"Jl. Soekarno Hatta No.197, RT 12/RW 08, Serang, Banten",Laki-laki,"Serang, 18/05/2007",2024,MAN 22 Serang
CM000862,9307921685,7173776167944723,Zelda Maulana,zelda.maulana2331@gmail.com,085607606816,Islam,"Jl. Pemuda No.154, RT 14/RW 06, Tomohon, Sulawesi Utara",Perempuan,"Tomohon, 25/09/2005",2023,SMA Negeri 23 Tomohon
CM000863,9807332832,1471727868150972,Mirza Kurniawan,mirza.kurniawan6196@gmail.com,081330757103,Islam,"Jl. Gatot Subroto No.77, RT 09/RW 10, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 15/07/2004",2022,SMKN 7 Pekanbaru
CM000864,5817128771,1172753795337090,Bima Sihombing,bima.sihombing7178@gmail.com,085580206439,Katolik,"Jl. Brigjen Katamso No.22, RT 18/RW 02, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 03/01/2006",2024,SMAN Islam Terpadu Lhokseumawe
CM000865,3247400177,1171054008267348,Kartika Nasution,kartika.nasution7033@gmail.com,081250899085,Islam,"Jl. MT. Haryono No.90, RT 05/RW 06, Banda Aceh, Aceh",Perempuan,"Banda Aceh, 28/06/2005",2024,MA Swasta 16 Banda Aceh
CM000866,6951506214,5272937810831054,Hani Suharto,hani.suharto605@gmail.com,089506299527,Islam,"Jl. Hayam Wuruk No.56, RT 03/RW 08, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 18/12/2004",2022,MA Swasta Hasanuddin Bima
CM000867,6586603088,3373091395081190,Dwi Puspitasari,dwi.puspitasari4893@gmail.com,088288334049,Hindu,"Jl. Sisingamangaraja No.46, RT 19/RW 07, Salatiga, Jawa Tengah",Laki-laki,"Salatiga, 05/12/2006",2025,SMK Swasta Terpadu Salatiga
CM000868,0196366328,3509876720130474,Oscar Nugraha,oscar.nugraha4088@gmail.com,081609530307,Islam,"Jl. Cut Nyak Dien No.58, RT 07/RW 08, Jember, Jawa Timur",Laki-laki,"Jember, 15/09/2008",2025,SMA Swasta Insan Kamil Jember
CM000869,9543280800,5203341475806539,Raka Hermawan,raka.hermawan4943@gmail.com,085869821999,Islam,"Jl. Panglima Besar No.128, RT 14/RW 04, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 09/04/2005",2022,SMK Swasta Muhammadiyah Sumbawa
CM000870,1938073832,5271137211036652,Nurul Nasution,nurul.nasution8504@gmail.com,088218040804,Islam,"Jl. Panglima Besar No.64, RT 15/RW 01, Mataram, Nusa Tenggara Barat",Perempuan,"Mataram, 02/03/2007",2024,MA Negeri Terpadu Mataram
CM000871,2198123409,3401611808827494,Priska Suharto,priska.suharto3614@gmail.com,089670014707,Islam,"Jl. Ahmad Yani No.157, RT 01/RW 06, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 01/01/2005",2022,SMK Swasta Al-Azhar Kulon Progo
CM000872,9820268758,9271310939676114,Fitri Susanto,fitri.susanto2290@gmail.com,085375182776,Islam,"Jl. Imam Bonjol No.166, RT 01/RW 03, Sorong, Papua",Perempuan,"Sorong, 12/09/2006",2024,SMK Swasta Ahmad Dahlan Sorong
CM000873,1105645006,5271242091567228,Willy Sudirman,willy.sudirman4761@gmail.com,081799531378,Islam,"Jl. Cut Nyak Dien No.171, RT 17/RW 07, Mataram, Nusa Tenggara Barat",Laki-laki,"Mataram, 03/08/2007",2024,SMA Swasta 7 Mataram
CM000874,8493320737,3402824148966810,Gracia Pratama,gracia.pratama960@gmail.com,081354873236,Islam,"Jl. Cut Nyak Dien No.195, RT 20/RW 10, Bantul, DI Yogyakarta",Perempuan,"Bantul, 10/04/2005",2023,SMK Swasta 17 Bantul
CM000875,8492598417,1872823056282124,Ika Firmansyah,ika.firmansyah4847@gmail.com,081216171146,Islam,"Jl. Ahmad Yani No.41, RT 01/RW 03, Metro, Lampung",Perempuan,"Metro, 23/02/2007",2025,SMK Swasta 18 Metro
CM000876,9778217278,7373594674884009,Ulfa Budiman,ulfa.budiman6960@gmail.com,085343277256,Hindu,"Jl. Gatot Subroto No.57, RT 01/RW 03, Palopo, Sulawesi Selatan",Perempuan,"Palopo, 14/02/2006",2024,SMK Negeri 4 Palopo
CM000877,2881175172,1471921374812885,Fajar Permana,fajar.permana3609@gmail.com,089625804030,Islam,"Jl. Sudirman No.123, RT 06/RW 03, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 20/08/2006",2023,SMK Negeri Harapan Bangsa Pekanbaru
CM000878,0934572136,6474766250510395,Tari Azzahra,tari.azzahra3308@gmail.com,088113038268,Islam,"Jl. Panglima Besar No.112, RT 10/RW 10, Bontang, Kalimantan Timur",Perempuan,"Bontang, 27/11/2004",2022,SMK Swasta 2 Bontang
CM000879,6241071333,1172329536852398,Xena Saputra,xena.saputra7954@gmail.com,089748220579,Katolik,"Jl. Merdeka No.172, RT 17/RW 10, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 17/07/2005",2024,MA Swasta 18 Lhokseumawe
CM000880,3445278629,7373384425927060,Kukuh Anggraini,kukuh.anggraini805@gmail.com,085641882582,Islam,"Jl. Merdeka No.56, RT 03/RW 08, Palopo, Sulawesi Selatan",Laki-laki,"Palopo, 02/04/2007",2024,SMAN Diponegoro Palopo
CM000881,5316097220,3202647216261271,Arif Azzahra,arif.azzahra377@gmail.com,089973990672,Islam,"Jl. Tentara Pelajar No.140, RT 09/RW 04, Sukabumi, Jawa Barat",Laki-laki,"Sukabumi, 22/07/2006",2024,SMA Negeri 22 Sukabumi
CM000882,2646464714,1172239100178236,Bagas Hidayat,bagas.hidayat5454@gmail.com,081654041973,Islam,"Jl. Imam Bonjol No.139, RT 10/RW 08, Lhokseumawe, Aceh",Laki-laki,"Lhokseumawe, 03/05/2005",2022,MA Negeri 11 Lhokseumawe
CM000883,1608225927,8171060911981889,Sari Ramadhani,sari.ramadhani7083@gmail.com,081805271527,Islam,"Jl. Teuku Umar No.55, RT 03/RW 05, Ambon, Maluku",Perempuan,"Ambon, 22/05/2008",2025,SMA Swasta Gajah Mada Ambon
CM000884,0411291650,6472335498417915,Dedy Lestari,dedy.lestari5583@gmail.com,088166014466,Islam,"Jl. Raya Utama No.51, RT 14/RW 07, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 17/11/2008",2025,MA Negeri Unggulan Balikpapan
CM000885,1344451505,3401497521264513,Joko Kurniawan,joko.kurniawan4089@gmail.com,081218277903,Islam,"Jl. Cut Nyak Dien No.17, RT 04/RW 06, Kulon Progo, DI Yogyakarta",Laki-laki,"Kulon Progo, 24/04/2006",2023,SMAN Terpadu Kulon Progo
CM000886,3856099195,9271431366667084,Jefri Sudirman,jefri.sudirman9382@gmail.com,081944721993,Konghucu,"Jl. Sisingamangaraja No.197, RT 02/RW 01, Sorong, Papua",Laki-laki,"Sorong, 16/01/2006",2025,SMKN 7 Sorong
CM000887,6433806728,3576862823811461,Desi Sudirman,desi.sudirman4013@gmail.com,081433631937,Islam,"Jl. Teuku Umar No.175, RT 14/RW 09, Pasuruan, Jawa Timur",Perempuan,"Pasuruan, 05/08/2005",2024,MA Negeri 16 Pasuruan
CM000888,6164052091,5272175283832334,Bunga Oktaviani,bunga.oktaviani4554@gmail.com,085786716722,Katolik,"Jl. Ahmad Yani No.65, RT 01/RW 05, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 22/02/2005",2023,SMKN 18 Bima
CM000889,0475102579,3471935196801155,Vina Safitri,vina.safitri7413@gmail.com,089923414620,Islam,"Jl. Soekarno Hatta No.191, RT 01/RW 04, Yogyakarta, DI Yogyakarta",Perempuan,"Yogyakarta, 04/04/2007",2024,SMK Swasta 12 Yogyakarta
CM000890,7840201817,7306046798897028,Xena Saputra,xena.saputra9682@gmail.com,081589089252,Islam,"Jl. RE. Martadinata No.151, RT 11/RW 01, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 27/01/2007",2024,SMKN Unggulan Gowa
CM000891,9162592665,1402640294883074,Jihan Salim,jihan.salim3499@gmail.com,087825204881,Islam,"Jl. Raya Utama No.38, RT 16/RW 01, Bengkalis, Riau",Perempuan,"Bengkalis, 12/08/2005",2023,SMAN Nusantara Bengkalis
CM000892,9284898593,9471909233693369,Dewi Siregar,dewi.siregar4215@gmail.com,085882669675,Islam,"Jl. Hayam Wuruk No.40, RT 01/RW 10, Jayapura, Papua",Perempuan,"Jayapura, 09/09/2007",2025,SMKN 14 Jayapura
CM000893,4163829625,5104412304067753,Clara Lestari,clara.lestari5470@gmail.com,085526442808,Islam,"Jl. Gatot Subroto No.157, RT 11/RW 05, Gianyar, Bali",Perempuan,"Gianyar, 04/12/2005",2024,SMA Negeri 10 Gianyar
CM000894,9937415768,3171322316367747,Taufik Salim,taufik.salim4097@gmail.com,085765771284,Islam,"Jl. Raya Utama No.77, RT 09/RW 10, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 12/12/2007",2025,SMAN 8 Jakarta Pusat
CM000895,3697210642,7173231822474921,Bhanu Hartono,bhanu.hartono769@gmail.com,089853432744,Islam,"Jl. Hayam Wuruk No.176, RT 06/RW 02, Tomohon, Sulawesi Utara",Laki-laki,"Tomohon, 22/08/2007",2024,MA Negeri 5 Tomohon
CM000896,3355926491,3574364789973348,Wulan Wahyuningsih,wulan.wahyuningsih4744@gmail.com,089815272725,Islam,"Jl. Merdeka No.67, RT 05/RW 01, Probolinggo, Jawa Timur",Perempuan,"Probolinggo, 28/01/2008",2025,MA Negeri 20 Probolinggo
CM000897,9861085230,3275772536821737,Arya Hidayat,arya.hidayat1290@gmail.com,085586560281,Kristen,"Jl. Tentara Pelajar No.82, RT 17/RW 06, Bekasi, Jawa Barat",Laki-laki,"Bekasi, 25/06/2006",2024,SMK Swasta Muhammadiyah Bekasi
CM000898,9005150059,3273778548037416,Viola Oktaviani,viola.oktaviani796@gmail.com,081530650648,Islam,"Jl. MT. Haryono No.126, RT 09/RW 07, Bandung, Jawa Barat",Perempuan,"Bandung, 18/08/2005",2023,MAN Pembangunan Bandung
CM000899,1424502473,5108983771280153,Julio Kusuma,julio.kusuma8701@gmail.com,085669727686,Islam,"Jl. Sultan Agung No.9, RT 11/RW 03, Karangasem, Bali",Laki-laki,"Karangasem, 14/06/2006",2025,SMK Negeri Islam Terpadu Karangasem
CM000900,6210921157,1472440249282782,Willy Hasan,willy.hasan4732@gmail.com,087801677497,Islam,"Jl. Gatot Subroto No.150, RT 16/RW 09, Dumai, Riau",Laki-laki,"Dumai, 27/04/2006",2024,SMK Negeri Cendekia Dumai
CM000901,0627151962,3401695327879795,Udin Hidayat,udin.hidayat2116@gmail.com,081649085171,Islam,"Jl. Brigjen Katamso No.6, RT 07/RW 08, Kulon Progo, DI Yogyakarta",Laki-laki,"Kulon Progo, 21/01/2005",2024,SMK Negeri 18 Kulon Progo
CM000902,8309664407,3174592421846321,Maulana Hartono,maulana.hartono5179@gmail.com,085560751591,Islam,"Jl. Sudirman No.165, RT 05/RW 08, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 13/11/2007",2025,SMA Swasta 10 Jakarta Selatan
CM000903,2981340570,3403239131790841,Bella Salim,bella.salim8952@gmail.com,081763125473,Islam,"Jl. RE. Martadinata No.77, RT 17/RW 09, Gunung Kidul, DI Yogyakarta",Perempuan,"Gunung Kidul, 20/05/2006",2023,MAN Diponegoro Gunung Kidul
CM000904,5416613133,3171658829450070,Annisa Soetomo,annisa.soetomo5788@gmail.com,085580118464,Islam,"Jl. Sudirman No.107, RT 09/RW 02, Jakarta Pusat, DKI Jakarta",Perempuan,"Jakarta Pusat, 11/09/2004",2022,SMAN 1 Jakarta Pusat
CM000905,8358310031,1871146554373648,Endah Kusuma,endah.kusuma1548@gmail.com,081652815456,Islam,"Jl. Pahlawan No.77, RT 14/RW 02, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 17/05/2007",2025,SMA Negeri 4 Bandar Lampung
CM000906,7417410320,1273082842849950,Nabila Sudirman,nabila.sudirman9586@gmail.com,088245025063,Islam,"Jl. Soekarno Hatta No.166, RT 05/RW 02, Binjai, Sumatera Utara",Perempuan,"Binjai, 24/04/2006",2025,SMAN 11 Binjai
CM000907,1990658578,3578657124941708,Ummu Yulianto,ummu.yulianto4152@gmail.com,088297816556,Islam,"Jl. Hayam Wuruk No.39, RT 03/RW 02, Surabaya, Jawa Timur",Perempuan,"Surabaya, 28/11/2005",2024,SMA Negeri Diponegoro Surabaya
CM000908,5651952051,9471104304148971,Wawan Handayani,wawan.handayani4179@gmail.com,087705697665,Islam,"Jl. Teuku Umar No.131, RT 05/RW 10, Jayapura, Papua",Laki-laki,"Jayapura, 12/06/2007",2025,SMK Negeri 24 Jayapura
CM000909,7864389634,8171808754751029,Raka Oktavia,raka.oktavia3483@gmail.com,085840645947,Islam,"Jl. Panglima Besar No.3, RT 10/RW 01, Ambon, Maluku",Laki-laki,"Ambon, 04/04/2007",2025,SMA Swasta 9 Ambon
CM000910,8667675415,1373954373900493,Agus Fitriani,agus.fitriani115@gmail.com,089864630732,Islam,"Jl. Merdeka No.109, RT 13/RW 05, Solok, Sumatera Barat",Laki-laki,"Solok, 19/04/2004",2023,SMKN 7 Solok
CM000911,9690533198,3173440244687642,Agus Halim,agus.halim2045@gmail.com,087835636904,Islam,"Jl. RE. Martadinata No.179, RT 15/RW 06, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 11/08/2005",2022,SMA Negeri 20 Jakarta Barat
CM000912,0859535185,7172857076920908,Yasmin Lubis,yasmin.lubis4211@gmail.com,089708124176,Islam,"Jl. Raya Utama No.103, RT 15/RW 01, Bitung, Sulawesi Utara",Perempuan,"Bitung, 14/10/2006",2024,MAN 20 Bitung
CM000913,1879888142,6472823121704603,Hafiz Sinaga,hafiz.sinaga631@gmail.com,085282727417,Islam,"Jl. Raya Utama No.131, RT 04/RW 07, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 07/10/2006",2025,SMKN Hasanuddin Balikpapan
CM000914,9516274003,3202416591124811,Vivi Siregar,vivi.siregar5734@gmail.com,085784324469,Islam,"Jl. Pemuda No.112, RT 13/RW 10, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 02/08/2004",2020,SMA Negeri 25 Sukabumi
CM000915,2570759375,6471094389078429,Oscar Manurung,oscar.manurung3329@gmail.com,085254701370,Islam,"Jl. Ahmad Yani No.63, RT 06/RW 08, Samarinda, Kalimantan Timur",Laki-laki,"Samarinda, 17/12/2006",2023,MA Swasta 3 Samarinda
CM000916,4722922222,3175763590543893,Prima Adiputra,prima.adiputra5670@gmail.com,088258584362,Islam,"Jl. MT. Haryono No.97, RT 15/RW 09, Jakarta Timur, DKI Jakarta",Laki-laki,"Jakarta Timur, 13/07/2006",2023,SMAN 17 Jakarta Timur
CM000917,4889859364,3172254346524747,Arif Yulianto,arif.yulianto5554@gmail.com,083144222147,Islam,"Jl. Pahlawan No.187, RT 08/RW 04, Jakarta Utara, DKI Jakarta",Laki-laki,"Jakarta Utara, 10/02/2006",2024,SMKN Hasanuddin Jakarta Utara
CM000918,4087026350,7306920016821058,Bella Rahayu,bella.rahayu3326@gmail.com,085525748683,Islam,"Jl. Raya Utama No.120, RT 01/RW 09, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 17/12/2007",2024,MAN Insan Kamil Gowa
CM000919,1950403390,5203647700839420,Hendra Wijaya,hendra.wijaya865@gmail.com,085242205914,Islam,"Jl. Imam Bonjol No.150, RT 18/RW 04, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 03/02/2006",2025,SMKN 19 Sumbawa
CM000920,3289521716,7371621477506176,Guntur Sudirman,guntur.sudirman1639@gmail.com,081557564275,Islam,"Jl. Tentara Pelajar No.118, RT 14/RW 10, Makassar, Sulawesi Selatan",Laki-laki,"Makassar, 26/01/2007",2024,MA Swasta Muhammadiyah Makassar
CM000921,1987683980,3572914220310728,Sari Pamungkas,sari.pamungkas2220@gmail.com,081436449352,Islam,"Jl. Panglima Besar No.83, RT 06/RW 03, Blitar, Jawa Timur",Perempuan,"Blitar, 11/11/2008",2025,SMK Swasta 5 Blitar
CM000922,8264885545,5203929752068977,Clara Soetomo,clara.soetomo1464@gmail.com,082272807572,Islam,"Jl. Imam Bonjol No.169, RT 17/RW 04, Sumbawa, Nusa Tenggara Barat",Perempuan,"Sumbawa, 01/06/2005",2023,MA Swasta 24 Sumbawa
CM000923,5952783710,7171056954989122,Ummu Kurniasih,ummu.kurniasih1071@gmail.com,081724181272,Islam,"Jl. Tentara Pelajar No.6, RT 08/RW 10, Manado, Sulawesi Utara",Perempuan,"Manado, 17/03/2005",2023,MA Swasta Cendekia Manado
CM000924,4853990609,3274683257250104,Hesty Wijaya,hesty.wijaya3709@gmail.com,085310915338,Islam,"Jl. Sisingamangaraja No.128, RT 08/RW 07, Cirebon, Jawa Barat",Perempuan,"Cirebon, 25/04/2005",2024,SMA Swasta 18 Cirebon
CM000925,1608459300,5108834803155752,Endah Rahayu,endah.rahayu8408@gmail.com,087801976276,Islam,"Jl. Ahmad Yani No.188, RT 06/RW 08, Karangasem, Bali",Perempuan,"Karangasem, 09/02/2005",2024,MA Negeri Insan Kamil Karangasem
CM000926,1938751592,6472530303674621,Lutfi Sulistyowati,lutfi.sulistyowati5909@gmail.com,085855242556,Islam,"Jl. Raya Utama No.179, RT 04/RW 10, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 13/12/2004",2023,SMKN 19 Balikpapan
CM000927,4843365054,3173764667217801,Jihan Santoso,jihan.santoso2440@gmail.com,085890243889,Islam,"Jl. Diponegoro No.134, RT 01/RW 06, Jakarta Barat, DKI Jakarta",Perempuan,"Jakarta Barat, 08/02/2006",2025,SMK Negeri Terpadu Jakarta Barat
CM000928,5479196906,1401414941674893,Priska Siregar,priska.siregar6854@gmail.com,085243510553,Islam,"Jl. MT. Haryono No.47, RT 14/RW 01, Kampar, Riau",Perempuan,"Kampar, 18/08/2006",2023,SMA Swasta 22 Kampar
CM000929,4894554990,1375455700438815,Cahyo Wijaya,cahyo.wijaya78@gmail.com,087813183262,Hindu,"Jl. Soekarno Hatta No.174, RT 20/RW 07, Pariaman, Sumatera Barat",Laki-laki,"Pariaman, 25/02/2006",2024,SMA Swasta Muhammadiyah Pariaman
CM000930,4182600384,9407898508976715,Mira Septiani,mira.septiani5726@gmail.com,083168957680,Islam,"Jl. Imam Bonjol No.99, RT 13/RW 01, Mimika, Papua",Perempuan,"Mimika, 16/05/2008",2025,SMA Swasta Harapan Bangsa Mimika
CM000931,5882348413,5103482806689764,Yoga Ramadhani,yoga.ramadhani7573@gmail.com,087812713720,Islam,"Jl. Pahlawan No.129, RT 06/RW 02, Tabanan, Bali",Laki-laki,"Tabanan, 04/04/2006",2024,SMA Negeri 1 Tabanan
CM000932,1963543264,5108768447385739,Dedy Siregar,dedy.siregar6853@gmail.com,081309907246,Islam,"Jl. Panglima Besar No.52, RT 19/RW 01, Karangasem, Bali",Laki-laki,"Karangasem, 19/08/2004",2022,SMA Swasta Terpadu Karangasem
CM000933,0401599470,1274216463840222,Ika Hakim,ika.hakim5436@gmail.com,088180568909,Islam,"Jl. MT. Haryono No.15, RT 20/RW 01, Tebing Tinggi, Sumatera Utara",Perempuan,"Tebing Tinggi, 25/05/2006",2023,SMA Negeri 17 Tebing Tinggi
CM000934,6570049495,3509976035347277,Chandra Soetomo,chandra.soetomo9360@gmail.com,087841148139,Kristen,"Jl. Merdeka No.11, RT 05/RW 07, Jember, Jawa Timur",Laki-laki,"Jember, 28/05/2007",2024,SMA Negeri 9 Jember
CM000935,1761280625,3404418088400690,Pramesti Ardiansyah,pramesti.ardiansyah3575@gmail.com,083846878540,Islam,"Jl. Merdeka No.41, RT 18/RW 06, Sleman, DI Yogyakarta",Perempuan,"Sleman, 11/06/2008",2025,SMK Swasta Cendekia Sleman
CM000936,3881272297,8171700118123606,Ummu Pratama,ummu.pratama1902@gmail.com,089755682479,Islam,"Jl. Pahlawan No.119, RT 09/RW 10, Ambon, Maluku",Perempuan,"Ambon, 22/01/2005",2022,MA Negeri Insan Kamil Ambon
CM000937,8116606548,5201020569715538,Dina Hidayat,dina.hidayat4939@gmail.com,085803020163,Islam,"Jl. Sultan Agung No.178, RT 01/RW 02, Lombok Barat, Nusa Tenggara Barat",Perempuan,"Lombok Barat, 06/01/2005",2024,MA Swasta Unggulan Lombok Barat
CM000938,5871430057,3202547682486911,Okta Septiani,okta.septiani5527@gmail.com,081468950651,Kristen,"Jl. Sudirman No.183, RT 17/RW 05, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 16/04/2006",2025,SMKN Diponegoro Sukabumi
CM000939,6867268426,1275879746109095,Rizky Hasan,rizky.hasan8472@gmail.com,081685220622,Kristen,"Jl. MT. Haryono No.96, RT 04/RW 01, Medan, Sumatera Utara",Laki-laki,"Medan, 26/08/2005",2022,SMKN 12 Medan
CM000940,6690600020,6474981086021928,Salsa Gunawan,salsa.gunawan1139@gmail.com,087754660074,Islam,"Jl. Pemuda No.50, RT 03/RW 05, Bontang, Kalimantan Timur",Perempuan,"Bontang, 03/07/2007",2024,SMKN Budi Utomo Bontang
CM000941,2643440835,9271374084794242,Hadi Suharto,hadi.suharto7987@gmail.com,087809770428,Islam,"Jl. Pemuda No.178, RT 06/RW 03, Sorong, Papua",Laki-laki,"Sorong, 08/08/2005",2023,MAN 8 Sorong
CM000942,7051730729,3276787303258576,Zulfa Anggraini,zulfa.anggraini293@gmail.com,081739968074,Islam,"Jl. MT. Haryono No.8, RT 18/RW 06, Depok, Jawa Barat",Laki-laki,"Depok, 23/03/2004",2023,SMK Swasta Hasanuddin Depok
CM000943,1901108034,3371440489992133,Mirza Pratama,mirza.pratama726@gmail.com,085290815445,Kristen,"Jl. Sultan Agung No.52, RT 04/RW 05, Magelang, Jawa Tengah",Laki-laki,"Magelang, 17/05/2007",2024,SMA Negeri 17 Magelang
CM000944,6782537217,1374774523930402,Ragil Puspitasari,ragil.puspitasari1754@gmail.com,085796057777,Kristen,"Jl. Ahmad Yani No.21, RT 12/RW 06, Payakumbuh, Sumatera Barat",Laki-laki,"Payakumbuh, 28/04/2006",2023,SMK Negeri 1 Payakumbuh
CM000945,5628882441,9471592009355884,Julio Hartono,julio.hartono1289@gmail.com,081823737821,Islam,"Jl. Sisingamangaraja No.95, RT 16/RW 03, Jayapura, Papua",Laki-laki,"Jayapura, 12/12/2007",2024,SMAN 22 Jayapura
CM000946,5739606773,3402655582729893,Uswah Kusuma,uswah.kusuma5830@gmail.com,085786577757,Islam,"Jl. RE. Martadinata No.29, RT 10/RW 08, Bantul, DI Yogyakarta",Perempuan,"Bantul, 06/09/2005",2022,MA Negeri Ahmad Dahlan Bantul
CM000947,1737439650,3572166956847428,Joko Ramadhani,joko.ramadhani3263@gmail.com,081746242976,Islam,"Jl. MT. Haryono No.43, RT 03/RW 02, Blitar, Jawa Timur",Laki-laki,"Blitar, 14/11/2006",2025,SMA Swasta Budi Utomo Blitar
CM000948,1267212379,3578667387682778,Jenny Lubis,jenny.lubis6869@gmail.com,081952875997,Islam,"Jl. Pemuda No.119, RT 19/RW 09, Surabaya, Jawa Timur",Perempuan,"Surabaya, 17/08/2004",2023,SMK Swasta Al-Azhar Surabaya
CM000949,5678389637,1471358594923460,Okta Santoso,okta.santoso5017@gmail.com,083149944055,Islam,"Jl. Brigjen Katamso No.157, RT 04/RW 04, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 22/06/2008",2025,SMK Negeri Insan Kamil Pekanbaru
CM000950,3179729516,9407139169485719,Irwan Septiani,irwan.septiani9997@gmail.com,087775507826,Islam,"Jl. Gatot Subroto No.104, RT 20/RW 10, Mimika, Papua",Laki-laki,"Mimika, 14/10/2008",2025,SMA Swasta Nusantara Mimika
CM000951,1348175867,3173062156393814,Rara Firmansyah,rara.firmansyah5114@gmail.com,085616418807,Islam,"Jl. Pemuda No.143, RT 17/RW 06, Jakarta Barat, DKI Jakarta",Perempuan,"Jakarta Barat, 23/05/2006",2024,SMA Negeri 6 Jakarta Barat
CM000952,4871821461,3276559888840811,Dedy Hidayat,dedy.hidayat1627@gmail.com,081683375217,Islam,"Jl. Cut Nyak Dien No.148, RT 03/RW 05, Depok, Jawa Barat",Laki-laki,"Depok, 09/06/2008",2025,SMK Negeri 12 Depok
CM000953,5273534163,1872480110873123,Evan Maulana,evan.maulana6665@gmail.com,082215868307,Islam,"Jl. Cut Nyak Dien No.102, RT 01/RW 04, Metro, Lampung",Laki-laki,"Metro, 18/09/2005",2024,MA Swasta 9 Metro
CM000954,9024677696,1275077584427146,Zahra Wahyudi,zahra.wahyudi9793@gmail.com,088104393318,Islam,"Jl. Pemuda No.27, RT 02/RW 05, Medan, Sumatera Utara",Perempuan,"Medan, 07/08/2008",2025,SMK Swasta 19 Medan
CM000955,3284991063,1174160409624914,Lina Nasution,lina.nasution2956@gmail.com,082250425911,Kristen,"Jl. Hayam Wuruk No.17, RT 12/RW 07, Langsa, Aceh",Perempuan,"Langsa, 26/03/2007",2024,SMA Negeri 17 Langsa
CM000956,0140736472,9407618591541211,Kevin Gunawan,kevin.gunawan5562@gmail.com,081592762532,Islam,"Jl. Soekarno Hatta No.28, RT 20/RW 08, Mimika, Papua",Laki-laki,"Mimika, 02/08/2005",2022,SMK Negeri 14 Mimika
